0	0
1	0
2	0
3	0
4	29
5	129
6	208
7	258
8	312
9	356
10	383
11	404
12	419
13	432
14	445
15	454
16	462
17	468
18	474
19	479
20	485
21	490
22	494
23	497
24	502
25	505
26	508
27	513
28	517
29	521
30	524
31	526
32	528
33	530
34	532
35	534
36	538
37	543
38	546
39	549
40	551
41	553
42	555
43	557
44	559
45	561
46	562
47	564
48	566
49	568
50	570
51	571
52	572
