0	0
1	11
2	23
3	34
4	47
5	59
6	70
7	82
8	95
9	108
10	119
11	132
12	147
13	161
14	180
15	199
16	219
17	241
18	263
19	288
20	311
21	332
22	356
23	383
24	411
25	442
26	483
27	527
28	574
29	643
30	714
31	814
32	899
33	967
34	1020
35	1069
36	1110
37	1143
38	1175
39	1203
40	1233
41	1258
42	1283
43	1304
44	1325
45	1346
46	1364
47	1385
48	1401
49	1418
50	1430
51	1444
52	1456
53	1468
